investor_id,sip_count,avg_gap,max_gap,avg_amount,total_sip,at_risk
INV004009,8,62.3,87.0,13430.0,107439,True
INV004014,9,61.9,182.0,10067.0,90606,True
INV004015,6,88.0,190.0,1622.0,9734,True
INV004017,7,40.5,85.0,4326.0,30279,True
INV004023,10,52.0,93.0,13540.0,135403,True
INV004037,6,74.6,137.0,7654.0,45922,True
INV004038,7,71.7,207.0,28259.0,197810,True
INV004049,6,48.2,83.0,4095.0,24571,True
INV004063,8,56.6,167.0,10263.0,82106,True
INV004066,7,75.2,319.0,8666.0,60661,True
INV004069,6,74.0,196.0,7751.0,46504,True
INV004070,7,67.7,170.0,4720.0,33039,True
INV004079,7,71.3,164.0,11234.0,78640,True
INV004085,7,68.3,260.0,14964.0,104748,True
INV004091,6,73.6,240.0,3090.0,18538,True
INV004094,6,55.8,167.0,11184.0,67103,True
INV004098,6,58.2,87.0,10430.0,62582,True
INV004099,6,58.8,174.0,13719.0,82312,True
INV004106,6,55.8,151.0,21282.0,127689,True
INV004112,6,55.2,112.0,6539.0,39234,True
INV004116,10,54.9,117.0,7143.0,71428,True
INV004118,6,64.6,161.0,5616.0,33694,True
INV004119,6,73.2,237.0,13782.0,82689,True
INV004123,6,85.0,138.0,12407.0,74440,True
INV004124,6,63.8,193.0,16657.0,99942,True
INV004125,9,61.6,142.0,12159.0,109430,True
INV004127,6,87.6,190.0,4158.0,24949,True
INV004128,6,67.2,156.0,15951.0,95704,True
INV004134,6,35.4,54.0,3218.0,19310,True
INV004135,10,50.1,164.0,6610.0,66097,True
INV004143,6,97.0,280.0,10238.0,61426,True
INV004145,6,66.2,144.0,4618.0,27711,True
INV004146,6,88.2,253.0,14615.0,87690,True
INV004147,6,72.2,136.0,11150.0,66900,True
INV004149,6,50.2,130.0,15324.0,91943,True
INV004151,8,63.1,197.0,13849.0,110790,True
INV004153,8,60.0,125.0,18402.0,147218,True
INV004154,12,46.7,90.0,14461.0,173527,True
INV004172,8,63.0,196.0,11687.0,93496,True
INV004174,6,86.6,195.0,31585.0,189509,True
INV004175,8,67.9,133.0,11159.0,89272,True
INV004177,8,45.4,117.0,5488.0,43904,True
INV004179,6,71.2,129.0,13594.0,81566,True
INV004181,6,93.4,245.0,25293.0,151759,True
INV004191,7,77.2,310.0,6441.0,45090,True
INV004196,7,78.3,219.0,18447.0,129129,True
INV004199,6,58.2,138.0,17996.0,107979,True
INV004202,9,47.6,114.0,10173.0,91560,True
INV004203,8,66.6,113.0,8798.0,70384,True
INV004208,6,73.4,156.0,9500.0,57000,True
INV004212,7,69.3,169.0,18737.0,131156,True
INV004216,7,82.0,195.0,9646.0,67522,True
INV004228,7,72.3,112.0,13328.0,93293,True
INV004232,6,71.4,232.0,5172.0,31031,True
INV004239,8,61.1,130.0,9861.0,78887,True
INV004241,10,53.7,117.0,10379.0,103788,True
INV004243,8,55.7,131.0,11048.0,88380,True
INV004246,7,34.2,64.0,13920.0,97439,False
INV004247,6,87.2,274.0,12008.0,72050,True
INV004248,7,42.7,93.0,15096.0,105673,True
INV004258,7,49.7,105.0,3842.0,26892,True
INV004266,7,61.8,101.0,5112.0,35786,True
INV004267,7,53.3,109.0,10034.0,70239,True
INV004270,7,69.7,204.0,5929.0,41505,True
INV004271,6,79.8,157.0,10934.0,65605,True
INV004279,8,50.3,116.0,23250.0,185997,True
INV004281,8,41.7,93.0,18095.0,144759,True
INV004282,8,52.9,105.0,8017.0,64136,True
INV004285,7,76.2,169.0,13244.0,92708,True
INV004288,7,72.8,223.0,8120.0,56841,True
INV004289,11,45.9,201.0,3864.0,42501,True
INV004293,6,81.8,142.0,18773.0,112638,True
INV004295,9,44.8,119.0,8077.0,72695,True
INV004296,6,102.2,304.0,12903.0,77419,True
INV004297,9,41.9,82.0,13569.0,122117,True
INV004299,8,64.1,175.0,9918.0,79344,True
INV004306,7,57.0,118.0,10579.0,74056,True
INV004308,7,84.7,244.0,11232.0,78626,True
INV004314,6,83.0,195.0,18748.0,112485,True
INV004319,9,60.5,275.0,13111.0,118001,True
INV004321,9,42.0,84.0,12523.0,112711,True
INV004324,7,77.7,173.0,9472.0,66304,True
INV004326,10,40.1,78.0,11326.0,113261,True
INV004332,8,64.7,149.0,2808.0,22464,True
INV004335,8,64.4,104.0,12205.0,97637,True
INV004338,10,48.9,209.0,13450.0,134505,True
INV004340,6,67.8,252.0,8156.0,48935,True
INV004343,6,63.0,190.0,15511.0,93065,True
INV004348,6,52.2,120.0,25210.0,151261,True
INV004349,7,72.5,159.0,21152.0,148067,True
INV004356,6,30.8,81.0,4562.0,27375,False
INV004357,8,72.4,305.0,6569.0,52555,True
INV004358,8,45.9,87.0,10323.0,82583,True
INV004361,8,61.6,124.0,2988.0,23906,True
INV004364,6,80.6,173.0,4894.0,29363,True
INV004367,6,81.6,194.0,24023.0,144139,True
INV004372,6,59.2,155.0,10627.0,63764,True
INV004391,6,57.0,96.0,8014.0,48086,True
INV004392,6,90.4,200.0,23366.0,140197,True
INV004400,8,46.6,104.0,23436.0,187490,True
INV004401,8,69.9,216.0,13030.0,104242,True
INV004403,6,73.6,150.0,2381.0,14286,True
INV004410,11,40.9,138.0,7294.0,80237,True
INV004411,6,61.0,111.0,12084.0,72503,True
INV004412,7,82.3,173.0,7484.0,52390,True
INV004413,8,69.0,142.0,10781.0,86246,True
INV004414,8,53.9,176.0,12758.0,102062,True
INV004421,6,90.8,221.0,12493.0,74958,True
INV004427,11,50.8,125.0,11018.0,121193,True
INV004434,6,84.6,156.0,13239.0,79432,True
INV004446,6,65.8,170.0,9706.0,58236,True
INV004447,7,49.8,129.0,15938.0,111566,True
INV004450,6,61.6,153.0,22389.0,134333,True
INV004451,6,84.0,137.0,14796.0,88776,True
INV004452,7,81.0,180.0,17473.0,122309,True
INV004454,6,98.4,311.0,10751.0,64506,True
INV004455,6,50.0,105.0,3512.0,21070,True
INV004457,6,81.4,188.0,12750.0,76498,True
INV004459,7,53.8,141.0,10491.0,73438,True
INV004460,9,42.5,93.0,2513.0,22621,True
INV004463,6,94.8,211.0,12926.0,77554,True
INV004464,7,62.5,142.0,5747.0,40228,True
INV004468,7,76.8,154.0,12074.0,84516,True
INV004472,7,50.7,156.0,4732.0,33126,True
INV004473,7,73.3,152.0,5588.0,39115,True
INV004475,7,67.8,87.0,11718.0,82023,True
INV004477,8,58.7,180.0,4045.0,32359,True
INV004484,6,61.6,182.0,9192.0,55149,True
INV004502,7,74.5,165.0,9535.0,66742,True
INV004504,8,55.1,247.0,16567.0,132537,True
INV004511,6,37.2,89.0,7259.0,43556,True
INV004517,6,86.6,185.0,3930.0,23579,True
INV004521,7,54.5,76.0,15195.0,106363,True
INV004523,6,87.2,127.0,8386.0,50318,True
INV004528,7,54.0,149.0,19815.0,138706,True
INV004531,8,60.0,159.0,23169.0,185354,True
INV004533,7,55.0,118.0,17934.0,125539,True
INV004542,7,34.0,59.0,8556.0,59894,False
INV004547,7,67.5,165.0,4435.0,31048,True
INV004555,8,53.1,151.0,13978.0,111824,True
INV004560,9,48.4,107.0,9288.0,83591,True
INV004562,6,83.8,158.0,3744.0,22466,True
INV004563,7,64.8,211.0,4529.0,31702,True
INV004574,8,54.6,116.0,9354.0,74831,True
INV004576,6,63.0,132.0,3432.0,20595,True
INV004579,8,43.9,77.0,3355.0,26842,True
INV004581,8,72.1,234.0,2764.0,22116,True
INV004589,6,71.4,225.0,19063.0,114379,True
INV004594,8,59.1,122.0,10546.0,84370,True
INV004598,6,84.2,195.0,9605.0,57630,True
INV004602,9,59.6,242.0,11695.0,105254,True
INV004607,8,56.0,214.0,6337.0,50699,True
INV004608,8,55.0,96.0,6820.0,54558,True
INV004611,7,51.2,217.0,20225.0,141572,True
INV004614,6,79.6,117.0,10700.0,64197,True
INV004617,9,39.2,83.0,12311.0,110799,True
INV004621,9,54.2,203.0,11339.0,102050,True
INV004625,6,96.4,246.0,13087.0,78521,True
INV004629,8,64.6,175.0,18287.0,146298,True
INV004630,9,50.6,95.0,12306.0,110756,True
INV004631,8,64.7,109.0,8731.0,69846,True
INV004633,7,78.2,189.0,9651.0,67555,True
INV004635,7,58.7,142.0,12274.0,85919,True
INV004636,6,75.6,160.0,21716.0,130293,True
INV004638,7,54.3,110.0,8948.0,62637,True
INV004640,7,68.3,202.0,5947.0,41628,True
INV004641,6,67.8,105.0,10706.0,64235,True
INV004642,6,54.8,232.0,13401.0,80404,True
INV004643,6,50.6,101.0,19836.0,119017,True
INV004646,7,64.5,158.0,10538.0,73768,True
INV004647,7,70.7,138.0,5629.0,39400,True
INV004650,6,80.8,143.0,8807.0,52840,True
INV004661,8,69.7,181.0,9162.0,73293,True
INV004665,6,83.4,137.0,4806.0,28833,True
INV004672,7,72.0,127.0,13792.0,96541,True
INV004680,7,47.2,155.0,3257.0,22796,True
INV004682,9,42.2,105.0,21019.0,189171,True
INV004688,6,77.6,181.0,4187.0,25122,True
INV004692,6,83.6,190.0,11435.0,68610,True
INV004701,7,20.0,82.0,5822.0,40757,False
INV004704,6,93.8,141.0,14348.0,86091,True
INV004712,8,48.6,84.0,14925.0,119402,True
INV004715,7,56.8,169.0,13710.0,95968,True
INV004716,7,74.0,197.0,9656.0,67590,True
INV004737,10,54.6,120.0,9602.0,96021,True
INV004738,6,93.2,148.0,7852.0,47110,True
INV004741,7,72.3,157.0,10830.0,75811,True
INV004753,6,61.4,87.0,9312.0,55874,True
INV004755,7,61.2,181.0,6658.0,46605,True
INV004761,6,71.4,139.0,7000.0,42001,True
INV004763,7,83.5,184.0,7140.0,49983,True
INV004764,6,83.0,144.0,5904.0,35426,True
INV004770,8,72.9,146.0,16738.0,133901,True
INV004776,9,57.4,145.0,9022.0,81198,True
INV004780,7,69.5,154.0,9966.0,69763,True
INV004785,7,66.2,248.0,7831.0,54819,True
INV004787,7,72.3,140.0,8452.0,59162,True
INV004798,7,53.7,106.0,9084.0,63589,True
INV004804,6,79.2,137.0,17513.0,105080,True
INV004805,7,44.7,92.0,12946.0,90625,True
INV004807,8,36.9,86.0,4211.0,33686,True
INV004813,6,62.0,253.0,13700.0,82203,True
INV004819,7,62.0,120.0,2419.0,16931,True
INV004825,7,70.0,141.0,7027.0,49187,True
INV004833,6,65.4,171.0,9799.0,58795,True
INV004834,9,38.6,106.0,19133.0,172198,True
INV004840,7,41.0,103.0,3180.0,22257,True
INV004843,8,50.9,153.0,9357.0,74856,True
INV004844,7,66.7,118.0,3633.0,25433,True
INV004845,6,81.8,197.0,15097.0,90582,True
INV004847,7,73.5,281.0,7341.0,51384,True
INV004848,9,54.1,166.0,12935.0,116418,True
INV004860,6,78.4,189.0,7018.0,42106,True
INV004863,7,68.0,220.0,5141.0,35988,True
INV004864,8,43.3,114.0,10682.0,85458,True
INV004865,7,76.3,143.0,14777.0,103440,True
INV004868,8,56.0,226.0,15651.0,125207,True
INV004871,8,69.1,170.0,20452.0,163615,True
INV004877,7,80.5,276.0,10595.0,74162,True
INV004889,7,70.7,159.0,9327.0,65286,True
INV004891,8,55.9,128.0,15331.0,122650,True
INV004896,6,79.4,252.0,20968.0,125806,True
INV004901,6,54.6,96.0,24683.0,148100,True
INV004911,7,63.7,97.0,12392.0,86745,True
INV004913,6,87.0,156.0,15516.0,93099,True
INV004916,7,75.5,162.0,13336.0,93354,True
INV004917,7,51.0,77.0,15466.0,108261,True
INV004924,9,59.8,116.0,18523.0,166708,True
INV004925,7,70.8,105.0,7340.0,51377,True
INV004926,8,66.3,133.0,11625.0,93001,True
INV004927,7,34.2,63.0,13667.0,95667,False
INV004947,6,45.0,75.0,8673.0,52036,True
INV004953,7,67.2,138.0,7283.0,50981,True
INV004956,8,59.1,155.0,6412.0,51297,True
INV004958,7,73.2,135.0,20906.0,146343,True
INV004959,6,68.6,193.0,5341.0,32047,True
INV004967,6,63.2,112.0,5978.0,35869,True
INV004973,9,55.0,99.0,10026.0,90235,True
INV004974,8,52.4,102.0,10895.0,87162,True
INV004978,7,63.8,157.0,12638.0,88463,True
INV004981,8,49.1,115.0,6640.0,53117,True
INV004983,7,57.7,128.0,24659.0,172616,True
INV004984,7,75.3,177.0,13472.0,94301,True
INV004986,7,81.3,185.0,9775.0,68422,True
INV004992,7,81.5,176.0,10180.0,71260,True
INV004996,10,46.3,104.0,8491.0,84912,True
INV004997,7,71.0,248.0,18335.0,128346,True
